Epoch,Train_Loss,Val_Loss,Train_PSNR,Val_PSNR,Train_SSIM,Val_SSIM
1,0.013328187940021356,0.009352718276823772,29.087261536531027,30.599199311556436,0.990167414188385,0.9952982492903446
2,0.009337499244759481,0.009281777439916388,30.70656063300822,30.754214066695724,0.9952454216480255,0.9953925707872878
3,0.008885612089807789,0.0081910354040682,31.040300931020397,31.545985046378302,0.9956049997011821,0.9962915664023542
4,0.008573110243926445,0.007979178122502375,31.27719573796573,31.701982797629704,0.9958592491149902,0.9964033888375505
5,0.008269933180262645,0.007808202746363872,31.517421950195292,31.89685900140862,0.9961165374914805,0.9965778031247727
6,0.00801446892072757,0.00795223726643289,31.722483869136727,31.729521388202873,0.9963353868325552,0.9964612795317427
7,0.0077807206610838574,0.007636849126937066,31.915616068527587,31.99769486301344,0.9965321369965872,0.9966407954058749
8,0.007668559683486819,0.007706481383796385,32.01313727851765,31.982747127851006,0.9966104301611582,0.9966122498537632
9,0.007535625013212363,0.0075896528940845994,32.128430004143645,32.09208193723992,0.9967133491834005,0.9966953571172471
10,0.00742120771172146,0.007361169602285991,32.2301588982613,32.276473976306356,0.9967988960742951,0.9968767730479545
11,0.007357198663676778,0.007390805106471352,32.28795193602978,32.253517241538596,0.9968382682800293,0.9968494953627282
12,0.007264520106837154,0.0077870557743540784,32.36912799794392,31.98344838769939,0.996902250846227,0.9964808051256423
13,0.00724368283773462,0.007237480549597519,32.3889022182513,32.370195963437325,0.9969109889666239,0.9969476344103508
14,0.007119873614360889,0.007149472701402896,32.49627300298832,32.46952922118669,0.9970000321070354,0.9969957074586381
15,0.007159497595702609,0.007353684074800223,32.46399981400746,32.23189672577195,0.9969615180492402,0.9967754648086873
16,0.0071204132909576095,0.007140157300919453,32.4973308815518,32.439704153763515,0.9969888806343079,0.9969591355704247
17,0.006968559917062521,0.007071176833631669,32.6337887234505,32.53181218613778,0.9971034580866496,0.9970513189092596
18,0.006947723160808285,0.007231405398689527,32.65130068858523,32.40962491448424,0.9971004129250844,0.9969559752560676
19,0.00687572181224823,0.0070292972885270385,32.71860545581492,32.578172021526406,0.9971552937030792,0.997079610507539
20,0.006823365785802404,0.007020154207489116,32.76756380834176,32.582944022450306,0.9971871952215831,0.9970828193299314
21,0.006782266208902001,0.007027633240486079,32.806655414476815,32.57786184217297,0.9972103384335835,0.997080848255056
22,0.006687448735038439,0.007065340950886937,32.8965641888274,32.5093739510538,0.997275115331014,0.9970385235674838
23,0.00664414581656456,0.007110190939435617,32.93951846344071,32.47460189568644,0.997296929359436,0.9969891287544941
24,0.0065886796358972785,0.007067308830533256,32.99763250762752,32.52715360300136,0.9973316801389058,0.9970431660718106
25,0.006491454985613624,0.00741047455255497,33.09473324240295,32.2169147061949,0.9973928663730621,0.9968070635136138
26,0.006421426580597957,0.007108929529885187,33.1704250511038,32.49574405109641,0.9974363723595937,0.9970182525984784
27,0.006323397040367127,0.0075189551100768946,33.27432556730351,32.06160144272269,0.9974986875851949,0.9965844189232969
28,0.006283227813119689,0.007274593967211215,33.32402939954743,32.33640963657856,0.9975102996031443,0.9968840058179612
29,0.00614694182947278,0.007221027497856065,33.47169058064429,32.345069631694926,0.997609136501948,0.9969132910383508
30,0.006052011768644055,0.007268973955626976,33.57954996674051,32.31240412581951,0.9976663746039073,0.9968911869094726
